id,codigo_parametro,parametro_sensores_id,nombre_parametro,fecha_dato,valor_numero
789453,18001,1,Temperatura,1/1/2024 0:03,23.7
789454,18036,13,Humedad,1/1/2024 0:03,86.5
789465,18054,17,Radiacion solar,1/1/2024 0:04,0
789470,18036,13,Humedad,1/1/2024 0:18,86.7
789469,18001,1,Temperatura,1/1/2024 0:18,23.7
789481,18054,17,Radiacion solar,1/1/2024 0:19,0
789485,18001,1,Temperatura,1/1/2024 0:33,23.7
789486,18036,13,Humedad,1/1/2024 0:33,86.9
789497,18054,17,Radiacion solar,1/1/2024 0:34,0
789502,18036,13,Humedad,1/1/2024 0:48,86.4
789501,18001,1,Temperatura,1/1/2024 0:48,23.7
789513,18054,17,Radiacion solar,1/1/2024 0:49,0
789517,18001,1,Temperatura,1/1/2024 1:03,23.8
789518,18036,13,Humedad,1/1/2024 1:03,85.3
789529,18054,17,Radiacion solar,1/1/2024 1:04,0
789533,18001,1,Temperatura,1/1/2024 1:18,23.8
789534,18036,13,Humedad,1/1/2024 1:18,85.5
789545,18054,17,Radiacion solar,1/1/2024 1:19,0
789549,18001,1,Temperatura,1/1/2024 1:33,23.7
789550,18036,13,Humedad,1/1/2024 1:33,85.5
789561,18054,17,Radiacion solar,1/1/2024 1:34,0
789565,18001,1,Temperatura,1/1/2024 1:48,23.9
789566,18036,13,Humedad,1/1/2024 1:48,84.9
789577,18054,17,Radiacion solar,1/1/2024 1:49,0
789581,18001,1,Temperatura,1/1/2024 2:03,23.9
789582,18036,13,Humedad,1/1/2024 2:03,84.8
789593,18054,17,Radiacion solar,1/1/2024 2:04,0
789597,18001,1,Temperatura,1/1/2024 2:19,23.9
789598,18036,13,Humedad,1/1/2024 2:19,84.7
789609,18054,17,Radiacion solar,1/1/2024 2:19,0
789613,18001,1,Temperatura,1/1/2024 2:33,24
789614,18036,13,Humedad,1/1/2024 2:33,84.7
789625,18054,17,Radiacion solar,1/1/2024 2:34,0
789629,18001,1,Temperatura,1/1/2024 2:48,23.9
789630,18036,13,Humedad,1/1/2024 2:48,85.1
789641,18054,17,Radiacion solar,1/1/2024 2:49,0
789645,18001,1,Temperatura,1/1/2024 3:03,23.8
789646,18036,13,Humedad,1/1/2024 3:03,85.6
789657,18054,17,Radiacion solar,1/1/2024 3:04,0
789661,18001,1,Temperatura,1/1/2024 3:18,23.8
789662,18036,13,Humedad,1/1/2024 3:18,85.8
789673,18054,17,Radiacion solar,1/1/2024 3:19,0
789677,18001,1,Temperatura,1/1/2024 3:33,23.8
789678,18036,13,Humedad,1/1/2024 3:33,85.9
789689,18054,17,Radiacion solar,1/1/2024 3:34,0
789693,18001,1,Temperatura,1/1/2024 3:48,23.9
789694,18036,13,Humedad,1/1/2024 3:48,86.1
789705,18054,17,Radiacion solar,1/1/2024 3:49,0
789709,18001,1,Temperatura,1/1/2024 4:03,23.9
789710,18036,13,Humedad,1/1/2024 4:03,86.2
789721,18054,17,Radiacion solar,1/1/2024 4:04,0
789725,18001,1,Temperatura,1/1/2024 4:18,23.9
789726,18036,13,Humedad,1/1/2024 4:18,86.2
789737,18054,17,Radiacion solar,1/1/2024 4:19,0
789741,18001,1,Temperatura,1/1/2024 4:33,23.9
789742,18036,13,Humedad,1/1/2024 4:33,86.1
789753,18054,17,Radiacion solar,1/1/2024 4:34,0
789757,18001,1,Temperatura,1/1/2024 4:48,23.9
789758,18036,13,Humedad,1/1/2024 4:48,85.4
789769,18054,17,Radiacion solar,1/1/2024 4:49,0
789773,18001,1,Temperatura,1/1/2024 5:03,24
789774,18036,13,Humedad,1/1/2024 5:03,85.1
789785,18054,17,Radiacion solar,1/1/2024 5:04,0
789789,18001,1,Temperatura,1/1/2024 5:18,24
789790,18036,13,Humedad,1/1/2024 5:18,85.1
789801,18054,17,Radiacion solar,1/1/2024 5:19,0
789805,18001,1,Temperatura,1/1/2024 5:33,24
789806,18036,13,Humedad,1/1/2024 5:33,85.4
789817,18054,17,Radiacion solar,1/1/2024 5:34,0
789821,18001,1,Temperatura,1/1/2024 5:48,23.9
789822,18036,13,Humedad,1/1/2024 5:48,85.2
789833,18054,17,Radiacion solar,1/1/2024 5:49,0
789837,18001,1,Temperatura,1/1/2024 6:03,24
789838,18036,13,Humedad,1/1/2024 6:03,85
789849,18054,17,Radiacion solar,1/1/2024 6:04,0
789853,18001,1,Temperatura,1/1/2024 6:19,24
789854,18036,13,Humedad,1/1/2024 6:19,84.8
789865,18054,17,Radiacion solar,1/1/2024 6:19,0
789869,18001,1,Temperatura,1/1/2024 6:33,24
789870,18036,13,Humedad,1/1/2024 6:33,84.7
789881,18054,17,Radiacion solar,1/1/2024 6:34,5
789885,18001,1,Temperatura,1/1/2024 6:48,23.9
789886,18036,13,Humedad,1/1/2024 6:48,85.5
789897,18054,17,Radiacion solar,1/1/2024 6:49,18
789901,18001,1,Temperatura,1/1/2024 7:03,23.9
789902,18036,13,Humedad,1/1/2024 7:03,86
789913,18054,17,Radiacion solar,1/1/2024 7:04,31
789918,18036,13,Humedad,1/1/2024 7:18,86
789917,18001,1,Temperatura,1/1/2024 7:18,23.9
789929,18054,17,Radiacion solar,1/1/2024 7:19,53
789934,18036,13,Humedad,1/1/2024 7:33,85.4
789933,18001,1,Temperatura,1/1/2024 7:33,24.1
789945,18054,17,Radiacion solar,1/1/2024 7:34,82
789950,18036,13,Humedad,1/1/2024 7:48,84.7
789949,18001,1,Temperatura,1/1/2024 7:48,24.3
789961,18054,17,Radiacion solar,1/1/2024 7:49,79
789965,18001,1,Temperatura,1/1/2024 8:03,24.6
789966,18036,13,Humedad,1/1/2024 8:03,84.1
789977,18054,17,Radiacion solar,1/1/2024 8:04,113
789981,18001,1,Temperatura,1/1/2024 8:18,24.7
789982,18036,13,Humedad,1/1/2024 8:18,83.8
789993,18054,17,Radiacion solar,1/1/2024 8:19,122
789997,18001,1,Temperatura,1/1/2024 8:33,24.9
789998,18036,13,Humedad,1/1/2024 8:33,83.2
790009,18054,17,Radiacion solar,1/1/2024 8:34,125
790013,18001,1,Temperatura,1/1/2024 8:48,25
790014,18036,13,Humedad,1/1/2024 8:48,83.1
790025,18054,17,Radiacion solar,1/1/2024 8:49,154
790029,18001,1,Temperatura,1/1/2024 9:03,25.2
790030,18036,13,Humedad,1/1/2024 9:03,82.7
790041,18054,17,Radiacion solar,1/1/2024 9:04,219
790046,18036,13,Humedad,1/1/2024 9:18,82.5
790045,18001,1,Temperatura,1/1/2024 9:18,25.5
790057,18054,17,Radiacion solar,1/1/2024 9:19,450
790061,18001,1,Temperatura,1/1/2024 9:33,25.9
790062,18036,13,Humedad,1/1/2024 9:33,81
790073,18054,17,Radiacion solar,1/1/2024 9:34,329
790078,18036,13,Humedad,1/1/2024 9:48,79.3
790077,18001,1,Temperatura,1/1/2024 9:48,26.2
790089,18054,17,Radiacion solar,1/1/2024 9:49,229
790094,18036,13,Humedad,1/1/2024 10:03,76.5
790093,18001,1,Temperatura,1/1/2024 10:03,26.5
790105,18054,17,Radiacion solar,1/1/2024 10:04,183
790109,18001,1,Temperatura,1/1/2024 10:19,26.6
790110,18036,13,Humedad,1/1/2024 10:19,75.9
790121,18054,17,Radiacion solar,1/1/2024 10:19,228
790126,18036,13,Humedad,1/1/2024 10:33,75.3
790125,18001,1,Temperatura,1/1/2024 10:33,26.9
790137,18054,17,Radiacion solar,1/1/2024 10:34,309
790142,18036,13,Humedad,1/1/2024 10:48,75.6
790141,18001,1,Temperatura,1/1/2024 10:48,27
790153,18054,17,Radiacion solar,1/1/2024 10:49,377
790157,18001,1,Temperatura,1/1/2024 11:03,27.3
790158,18036,13,Humedad,1/1/2024 11:03,74.1
790169,18054,17,Radiacion solar,1/1/2024 11:04,428
790173,18001,1,Temperatura,1/1/2024 11:18,27.8
790174,18036,13,Humedad,1/1/2024 11:18,72.8
790185,18054,17,Radiacion solar,1/1/2024 11:19,425
790189,18001,1,Temperatura,1/1/2024 11:33,28.5
790190,18036,13,Humedad,1/1/2024 11:33,70.5
790201,18054,17,Radiacion solar,1/1/2024 11:34,725
790205,18001,1,Temperatura,1/1/2024 11:48,29.4
790206,18036,13,Humedad,1/1/2024 11:48,67.8
790217,18054,17,Radiacion solar,1/1/2024 11:49,936
790221,18001,1,Temperatura,1/1/2024 12:03,29.3
790222,18036,13,Humedad,1/1/2024 12:03,67.6
790233,18054,17,Radiacion solar,1/1/2024 12:04,793
790237,18001,1,Temperatura,1/1/2024 12:18,29.7
790238,18036,13,Humedad,1/1/2024 12:18,66.3
790249,18054,17,Radiacion solar,1/1/2024 12:19,907
790254,18036,13,Humedad,1/1/2024 12:33,65
790253,18001,1,Temperatura,1/1/2024 12:33,29.9
790265,18054,17,Radiacion solar,1/1/2024 12:34,566
790269,18001,1,Temperatura,1/1/2024 12:48,29.8
790270,18036,13,Humedad,1/1/2024 12:48,65.1
790281,18054,17,Radiacion solar,1/1/2024 12:49,416
790286,18036,13,Humedad,1/1/2024 13:03,64
790285,18001,1,Temperatura,1/1/2024 13:03,30.1
790297,18054,17,Radiacion solar,1/1/2024 13:04,417
790302,18036,13,Humedad,1/1/2024 13:18,63.3
790301,18001,1,Temperatura,1/1/2024 13:18,30.1
790313,18054,17,Radiacion solar,1/1/2024 13:19,228
790317,18001,1,Temperatura,1/1/2024 13:33,29.8
790318,18036,13,Humedad,1/1/2024 13:33,63.9
790329,18054,17,Radiacion solar,1/1/2024 13:34,278
790333,18001,1,Temperatura,1/1/2024 13:48,30
790334,18036,13,Humedad,1/1/2024 13:48,63.7
790345,18054,17,Radiacion solar,1/1/2024 13:49,277
790349,18001,1,Temperatura,1/1/2024 14:03,29.6
790350,18036,13,Humedad,1/1/2024 14:03,64.4
790361,18054,17,Radiacion solar,1/1/2024 14:04,247
790365,18001,1,Temperatura,1/1/2024 14:19,29.8
790366,18036,13,Humedad,1/1/2024 14:19,64.6
790377,18054,17,Radiacion solar,1/1/2024 14:19,264
790381,18001,1,Temperatura,1/1/2024 14:33,29.8
790382,18036,13,Humedad,1/1/2024 14:33,63.8
790393,18054,17,Radiacion solar,1/1/2024 14:34,241
790397,18001,1,Temperatura,1/1/2024 14:48,29.7
790398,18036,13,Humedad,1/1/2024 14:48,64.2
790409,18054,17,Radiacion solar,1/1/2024 14:49,254
790413,18001,1,Temperatura,1/1/2024 15:03,29.8
790414,18036,13,Humedad,1/1/2024 15:03,63.4
790425,18054,17,Radiacion solar,1/1/2024 15:04,217
790429,18001,1,Temperatura,1/1/2024 15:18,29.3
790430,18036,13,Humedad,1/1/2024 15:18,65.1
790441,18054,17,Radiacion solar,1/1/2024 15:19,210
790445,18001,1,Temperatura,1/1/2024 15:33,29.2
790446,18036,13,Humedad,1/1/2024 15:33,66.4
790457,18054,17,Radiacion solar,1/1/2024 15:34,214
790462,18036,13,Humedad,1/1/2024 15:48,66.1
790461,18001,1,Temperatura,1/1/2024 15:48,29.1
790473,18054,17,Radiacion solar,1/1/2024 15:49,236
790478,18036,13,Humedad,1/1/2024 16:03,67.1
790477,18001,1,Temperatura,1/1/2024 16:03,29
790489,18054,17,Radiacion solar,1/1/2024 16:04,252
790493,18001,1,Temperatura,1/1/2024 16:18,28.7
790494,18036,13,Humedad,1/1/2024 16:18,67.8
790505,18054,17,Radiacion solar,1/1/2024 16:19,198
790510,18036,13,Humedad,1/1/2024 16:33,68.2
790509,18001,1,Temperatura,1/1/2024 16:33,28.6
790521,18054,17,Radiacion solar,1/1/2024 16:34,196
790526,18036,13,Humedad,1/1/2024 16:48,68.4
790525,18001,1,Temperatura,1/1/2024 16:48,28.5
790537,18054,17,Radiacion solar,1/1/2024 16:49,199
790542,18036,13,Humedad,1/1/2024 17:03,68.1
790541,18001,1,Temperatura,1/1/2024 17:03,28.5
790553,18054,17,Radiacion solar,1/1/2024 17:04,224
790557,18001,1,Temperatura,1/1/2024 17:18,28.4
790558,18036,13,Humedad,1/1/2024 17:18,68.4
790569,18054,17,Radiacion solar,1/1/2024 17:19,182
790573,18001,1,Temperatura,1/1/2024 17:33,27.8
790574,18036,13,Humedad,1/1/2024 17:33,70
790585,18054,17,Radiacion solar,1/1/2024 17:34,154
790589,18001,1,Temperatura,1/1/2024 17:48,27.5
790590,18036,13,Humedad,1/1/2024 17:48,70.5
790601,18054,17,Radiacion solar,1/1/2024 17:49,111
790605,18001,1,Temperatura,1/1/2024 18:03,27.2
790606,18036,13,Humedad,1/1/2024 18:03,71
790617,18054,17,Radiacion solar,1/1/2024 18:04,62
790621,18001,1,Temperatura,1/1/2024 18:19,26.8
790622,18036,13,Humedad,1/1/2024 18:19,72
790633,18054,17,Radiacion solar,1/1/2024 18:19,34
790637,18001,1,Temperatura,1/1/2024 18:33,26.4
790638,18036,13,Humedad,1/1/2024 18:33,73.9
790649,18054,17,Radiacion solar,1/1/2024 18:34,9
790654,18036,13,Humedad,1/1/2024 18:48,75.1
790653,18001,1,Temperatura,1/1/2024 18:48,26
790665,18054,17,Radiacion solar,1/1/2024 18:49,1
790670,18036,13,Humedad,1/1/2024 19:03,77.2
790669,18001,1,Temperatura,1/1/2024 19:03,25.7
790681,18054,17,Radiacion solar,1/1/2024 19:04,0
790686,18036,13,Humedad,1/1/2024 19:18,78.5
790685,18001,1,Temperatura,1/1/2024 19:18,25.4
790697,18054,17,Radiacion solar,1/1/2024 19:19,0
790701,18001,1,Temperatura,1/1/2024 19:33,25.2
790702,18036,13,Humedad,1/1/2024 19:33,79.2
790713,18054,17,Radiacion solar,1/1/2024 19:34,0
790717,18001,1,Temperatura,1/1/2024 19:48,25.2
790718,18036,13,Humedad,1/1/2024 19:48,79.4
790729,18054,17,Radiacion solar,1/1/2024 19:49,0
790733,18001,1,Temperatura,1/1/2024 20:03,25.2
790734,18036,13,Humedad,1/1/2024 20:03,80
790745,18054,17,Radiacion solar,1/1/2024 20:04,0
790749,18001,1,Temperatura,1/1/2024 20:18,25.1
790750,18036,13,Humedad,1/1/2024 20:18,80.2
790761,18054,17,Radiacion solar,1/1/2024 20:19,0
790765,18001,1,Temperatura,1/1/2024 20:33,24.9
790766,18036,13,Humedad,1/1/2024 20:33,81.9
790777,18054,17,Radiacion solar,1/1/2024 20:34,0
790781,18001,1,Temperatura,1/1/2024 20:48,24.9
790782,18036,13,Humedad,1/1/2024 20:48,81
790793,18054,17,Radiacion solar,1/1/2024 20:49,0
790798,18036,13,Humedad,1/1/2024 21:03,81.6
790797,18001,1,Temperatura,1/1/2024 21:03,24.8
790809,18054,17,Radiacion solar,1/1/2024 21:04,0
790813,18001,1,Temperatura,1/1/2024 21:18,24.7
790814,18036,13,Humedad,1/1/2024 21:18,82.1
790825,18054,17,Radiacion solar,1/1/2024 21:19,0
790829,18001,1,Temperatura,1/1/2024 21:33,24.6
790830,18036,13,Humedad,1/1/2024 21:33,82.3
790841,18054,17,Radiacion solar,1/1/2024 21:34,0
790846,18036,13,Humedad,1/1/2024 21:48,82.9
790845,18001,1,Temperatura,1/1/2024 21:48,24.5
790857,18054,17,Radiacion solar,1/1/2024 21:49,0
790861,18001,1,Temperatura,1/1/2024 22:03,24.5
790862,18036,13,Humedad,1/1/2024 22:03,83.1
790873,18054,17,Radiacion solar,1/1/2024 22:04,0
790877,18001,1,Temperatura,1/1/2024 22:19,24.5
790878,18036,13,Humedad,1/1/2024 22:19,83.4
790889,18054,17,Radiacion solar,1/1/2024 22:19,0
790893,18001,1,Temperatura,1/1/2024 22:33,24.5
790894,18036,13,Humedad,1/1/2024 22:33,83.8
790905,18054,17,Radiacion solar,1/1/2024 22:34,0
790915,18054,17,Radiacion solar,1/1/2024 22:49,0
790919,18001,1,Temperatura,1/1/2024 23:03,24.7
790920,18036,13,Humedad,1/1/2024 23:03,83.7
790931,18054,17,Radiacion solar,1/1/2024 23:04,0
790935,18001,1,Temperatura,1/1/2024 23:18,24.7
790936,18036,13,Humedad,1/1/2024 23:18,83.8
790947,18054,17,Radiacion solar,1/1/2024 23:19,0
790951,18001,1,Temperatura,1/1/2024 23:33,24.7
790952,18036,13,Humedad,1/1/2024 23:33,83.6
790963,18054,17,Radiacion solar,1/1/2024 23:34,0
790967,18001,1,Temperatura,1/1/2024 23:48,24.7
790968,18036,13,Humedad,1/1/2024 23:48,83.5
790979,18054,17,Radiacion solar,1/1/2024 23:49,0
790983,18001,1,Temperatura,1/2/2024 0:03,24.7
790984,18036,13,Humedad,1/2/2024 0:03,83.6
790995,18054,17,Radiacion solar,1/2/2024 0:04,0
790999,18001,1,Temperatura,1/2/2024 0:18,24.6
791000,18036,13,Humedad,1/2/2024 0:18,83.3
791011,18054,17,Radiacion solar,1/2/2024 0:19,0
791015,18001,1,Temperatura,1/2/2024 0:33,24.6
791016,18036,13,Humedad,1/2/2024 0:33,83.3
791027,18054,17,Radiacion solar,1/2/2024 0:34,0
791032,18036,13,Humedad,1/2/2024 0:48,83.4
791031,18001,1,Temperatura,1/2/2024 0:48,24.5
791043,18054,17,Radiacion solar,1/2/2024 0:49,0
791047,18001,1,Temperatura,1/2/2024 1:03,24.5
791048,18036,13,Humedad,1/2/2024 1:03,83.5
791059,18054,17,Radiacion solar,1/2/2024 1:04,0
791063,18001,1,Temperatura,1/2/2024 1:18,24.4
791064,18036,13,Humedad,1/2/2024 1:18,83.6
791075,18054,17,Radiacion solar,1/2/2024 1:19,0
791079,18001,1,Temperatura,1/2/2024 1:33,24.4
791080,18036,13,Humedad,1/2/2024 1:33,83.2
791091,18054,17,Radiacion solar,1/2/2024 1:34,0
791095,18001,1,Temperatura,1/2/2024 1:48,24.4
791096,18036,13,Humedad,1/2/2024 1:48,83.7
791107,18054,17,Radiacion solar,1/2/2024 1:49,0
791111,18001,1,Temperatura,1/2/2024 2:03,24.3
791112,18036,13,Humedad,1/2/2024 2:03,83.9
791123,18054,17,Radiacion solar,1/2/2024 2:04,0
791127,18001,1,Temperatura,1/2/2024 2:19,24.3
791128,18036,13,Humedad,1/2/2024 2:19,84
791139,18054,17,Radiacion solar,1/2/2024 2:19,0
791144,18036,13,Humedad,1/2/2024 2:33,83.9
791143,18001,1,Temperatura,1/2/2024 2:33,24.3
791155,18054,17,Radiacion solar,1/2/2024 2:34,0
791159,18001,1,Temperatura,1/2/2024 2:48,24.2
791160,18036,13,Humedad,1/2/2024 2:48,83.8
791171,18054,17,Radiacion solar,1/2/2024 2:49,0
791176,18036,13,Humedad,1/2/2024 3:03,83.8
791175,18001,1,Temperatura,1/2/2024 3:03,24.2
791187,18054,17,Radiacion solar,1/2/2024 3:04,0
791191,18001,1,Temperatura,1/2/2024 3:18,24.2
791192,18036,13,Humedad,1/2/2024 3:18,84
791203,18054,17,Radiacion solar,1/2/2024 3:19,0
791207,18001,1,Temperatura,1/2/2024 3:33,24.2
791208,18036,13,Humedad,1/2/2024 3:33,83.8
791219,18054,17,Radiacion solar,1/2/2024 3:34,0
791223,18001,1,Temperatura,1/2/2024 3:48,24.2
791224,18036,13,Humedad,1/2/2024 3:48,83.7
791235,18054,17,Radiacion solar,1/2/2024 3:49,0
791239,18001,1,Temperatura,1/2/2024 4:03,24.2
791240,18036,13,Humedad,1/2/2024 4:03,83.8
791251,18054,17,Radiacion solar,1/2/2024 4:04,0
791255,18001,1,Temperatura,1/2/2024 4:18,24.2
791256,18036,13,Humedad,1/2/2024 4:18,84.2
791267,18054,17,Radiacion solar,1/2/2024 4:19,0
791271,18001,1,Temperatura,1/2/2024 4:33,24.1
791272,18036,13,Humedad,1/2/2024 4:33,84.4
791283,18054,17,Radiacion solar,1/2/2024 4:34,0
791287,18001,1,Temperatura,1/2/2024 4:48,24.1
791288,18036,13,Humedad,1/2/2024 4:48,84.7
791299,18054,17,Radiacion solar,1/2/2024 4:49,0
791304,18036,13,Humedad,1/2/2024 5:03,84.8
791303,18001,1,Temperatura,1/2/2024 5:03,24.1
791315,18054,17,Radiacion solar,1/2/2024 5:04,0
791319,18001,1,Temperatura,1/2/2024 5:18,24.1
791320,18036,13,Humedad,1/2/2024 5:18,84.8
791331,18054,17,Radiacion solar,1/2/2024 5:19,0
791335,18001,1,Temperatura,1/2/2024 5:33,24.1
791336,18036,13,Humedad,1/2/2024 5:33,85
791347,18054,17,Radiacion solar,1/2/2024 5:34,0
791351,18001,1,Temperatura,1/2/2024 5:48,24.1
791352,18036,13,Humedad,1/2/2024 5:48,85.1
791363,18054,17,Radiacion solar,1/2/2024 5:49,0
791367,18001,1,Temperatura,1/2/2024 6:03,23.9
791368,18036,13,Humedad,1/2/2024 6:03,85.5
791379,18054,17,Radiacion solar,1/2/2024 6:04,0
791383,18001,1,Temperatura,1/2/2024 6:19,23.8
791384,18036,13,Humedad,1/2/2024 6:19,86
791389,18054,17,Radiacion solar,1/2/2024 6:19,0
791400,18036,13,Humedad,1/2/2024 6:33,86.1
791399,18001,1,Temperatura,1/2/2024 6:33,23.8
791411,18054,17,Radiacion solar,1/2/2024 6:34,9
791415,18001,1,Temperatura,1/2/2024 6:48,23.8
791416,18036,13,Humedad,1/2/2024 6:48,86.8
791427,18054,17,Radiacion solar,1/2/2024 6:49,28
791431,18001,1,Temperatura,1/2/2024 7:03,23.9
791432,18036,13,Humedad,1/2/2024 7:03,86.8
791443,18054,17,Radiacion solar,1/2/2024 7:04,60
791448,18036,13,Humedad,1/2/2024 7:18,86.4
791447,18001,1,Temperatura,1/2/2024 7:18,24.3
791459,18054,17,Radiacion solar,1/2/2024 7:19,126
791463,18001,1,Temperatura,1/2/2024 7:33,24.8
791464,18036,13,Humedad,1/2/2024 7:33,85.1
791475,18054,17,Radiacion solar,1/2/2024 7:34,164
791479,18001,1,Temperatura,1/2/2024 7:48,25.1
791480,18036,13,Humedad,1/2/2024 7:48,84
791491,18054,17,Radiacion solar,1/2/2024 7:49,139
791495,18001,1,Temperatura,1/2/2024 8:03,25.3
791496,18036,13,Humedad,1/2/2024 8:03,84.1
791507,18054,17,Radiacion solar,1/2/2024 8:04,200
791511,18001,1,Temperatura,1/2/2024 8:18,25.6
791512,18036,13,Humedad,1/2/2024 8:18,83.2
791523,18054,17,Radiacion solar,1/2/2024 8:19,254
791528,18036,13,Humedad,1/2/2024 8:33,82.3
791527,18001,1,Temperatura,1/2/2024 8:33,25.8
791539,18054,17,Radiacion solar,1/2/2024 8:34,352
791543,18001,1,Temperatura,1/2/2024 8:48,26.1
791544,18036,13,Humedad,1/2/2024 8:48,80.7
791555,18054,17,Radiacion solar,1/2/2024 8:49,384
791560,18036,13,Humedad,1/2/2024 9:03,79.7
791559,18001,1,Temperatura,1/2/2024 9:03,26.6
791571,18054,17,Radiacion solar,1/2/2024 9:03,648
791575,18001,1,Temperatura,1/2/2024 9:18,27.1
791576,18036,13,Humedad,1/2/2024 9:18,78.1
791587,18054,17,Radiacion solar,1/2/2024 9:19,439
791591,18001,1,Temperatura,1/2/2024 9:33,27
791592,18036,13,Humedad,1/2/2024 9:33,76.9
791603,18054,17,Radiacion solar,1/2/2024 9:34,370
791607,18001,1,Temperatura,1/2/2024 9:48,27.3
791608,18036,13,Humedad,1/2/2024 9:48,75.6
791619,18054,17,Radiacion solar,1/2/2024 9:49,415
791623,18001,1,Temperatura,1/2/2024 10:03,27.5
791624,18036,13,Humedad,1/2/2024 10:03,75.2
791635,18054,17,Radiacion solar,1/2/2024 10:03,517
791639,18001,1,Temperatura,1/2/2024 10:19,28
791640,18036,13,Humedad,1/2/2024 10:19,73.4
791651,18054,17,Radiacion solar,1/2/2024 10:19,709
791655,18001,1,Temperatura,1/2/2024 10:33,28.7
791656,18036,13,Humedad,1/2/2024 10:33,71.9
791667,18054,17,Radiacion solar,1/2/2024 10:34,677
791671,18001,1,Temperatura,1/2/2024 10:48,28.9
791672,18036,13,Humedad,1/2/2024 10:48,70.9
791683,18054,17,Radiacion solar,1/2/2024 10:49,748
791688,18036,13,Humedad,1/2/2024 11:03,69.6
791687,18001,1,Temperatura,1/2/2024 11:03,29.2
791699,18054,17,Radiacion solar,1/2/2024 11:04,614
791709,18054,17,Radiacion solar,1/2/2024 11:19,585
791713,18001,1,Temperatura,1/2/2024 11:33,29.1
791714,18036,13,Humedad,1/2/2024 11:33,68.7
791725,18054,17,Radiacion solar,1/2/2024 11:34,496
791729,18001,1,Temperatura,1/2/2024 11:48,29.3
791730,18036,13,Humedad,1/2/2024 11:48,67.9
791741,18054,17,Radiacion solar,1/2/2024 11:48,505
791745,18001,1,Temperatura,1/2/2024 12:03,29.6
791746,18036,13,Humedad,1/2/2024 12:03,68.7
791757,18054,17,Radiacion solar,1/2/2024 12:04,596
791761,18001,1,Temperatura,1/2/2024 12:18,29.8
791762,18036,13,Humedad,1/2/2024 12:18,68.6
791773,18054,17,Radiacion solar,1/2/2024 12:18,645
791777,18001,1,Temperatura,1/2/2024 12:34,29.7
791778,18036,13,Humedad,1/2/2024 12:34,68.2
791780,18054,17,Radiacion solar,1/2/2024 12:34,556
791793,18001,1,Temperatura,1/2/2024 12:48,29.6
791794,18036,13,Humedad,1/2/2024 12:48,67.6
791805,18054,17,Radiacion solar,1/2/2024 12:49,487
791815,18054,17,Radiacion solar,1/2/2024 13:04,589
791819,18001,1,Temperatura,1/2/2024 13:18,30
791820,18036,13,Humedad,1/2/2024 13:18,66.8
791831,18054,17,Radiacion solar,1/2/2024 13:19,619
791835,18001,1,Temperatura,1/2/2024 13:33,30.2
791836,18036,13,Humedad,1/2/2024 13:33,65.7
791847,18054,17,Radiacion solar,1/2/2024 13:34,700
791851,18001,1,Temperatura,1/2/2024 13:48,30.2
791852,18036,13,Humedad,1/2/2024 13:48,66.2
791863,18054,17,Radiacion solar,1/2/2024 13:49,693
791867,18001,1,Temperatura,1/2/2024 14:03,30.7
791868,18036,13,Humedad,1/2/2024 14:03,63.4
791879,18054,17,Radiacion solar,1/2/2024 14:03,755
791883,18001,1,Temperatura,1/2/2024 14:19,30.6
791884,18036,13,Humedad,1/2/2024 14:19,63.6
791895,18054,17,Radiacion solar,1/2/2024 14:19,803
791899,18001,1,Temperatura,1/2/2024 14:33,30.9
791900,18036,13,Humedad,1/2/2024 14:33,63.7
791911,18054,17,Radiacion solar,1/2/2024 14:34,860
791915,18001,1,Temperatura,1/2/2024 14:48,30.5
791916,18036,13,Humedad,1/2/2024 14:48,65.7
791927,18054,17,Radiacion solar,1/2/2024 14:48,715
791931,18001,1,Temperatura,1/2/2024 15:03,29.6
791932,18036,13,Humedad,1/2/2024 15:03,68.1
791943,18054,17,Radiacion solar,1/2/2024 15:03,490
791948,18036,13,Humedad,1/2/2024 15:18,69.4
791947,18001,1,Temperatura,1/2/2024 15:18,29.3
791959,18054,17,Radiacion solar,1/2/2024 15:18,469
791963,18001,1,Temperatura,1/2/2024 15:33,29.1
791964,18036,13,Humedad,1/2/2024 15:33,70.1
791975,18054,17,Radiacion solar,1/2/2024 15:34,514
791980,18036,13,Humedad,1/2/2024 15:48,71.2
791979,18001,1,Temperatura,1/2/2024 15:48,28.9
791991,18054,17,Radiacion solar,1/2/2024 15:48,482
791995,18001,1,Temperatura,1/2/2024 16:03,29
791996,18036,13,Humedad,1/2/2024 16:03,71.3
792007,18054,17,Radiacion solar,1/2/2024 16:03,556
792011,18001,1,Temperatura,1/2/2024 16:18,29
792012,18036,13,Humedad,1/2/2024 16:18,71.1
792023,18054,17,Radiacion solar,1/2/2024 16:19,333
792028,18036,13,Humedad,1/2/2024 16:33,71.3
792027,18001,1,Temperatura,1/2/2024 16:33,28.8
792039,18054,17,Radiacion solar,1/2/2024 16:33,283
792043,18001,1,Temperatura,1/2/2024 16:48,28.7
792044,18036,13,Humedad,1/2/2024 16:48,70.9
792055,18054,17,Radiacion solar,1/2/2024 16:48,187
792059,18001,1,Temperatura,1/2/2024 17:03,28.2
792060,18036,13,Humedad,1/2/2024 17:03,72.3
792071,18054,17,Radiacion solar,1/2/2024 17:03,137
